sheet_year,block_label,block_month,block_year,berth_label,berth_name,berth_length_ft,group_label,row_index,start_col,start_day,end_day,span_days,span_source,start_date,end_date,date_valid,raw_value,fill
1998,JUNE 1998,6,1998,North Pier East - 240',North Pier East,240,"",61,W,22,24,3,fill_run,1998-06-22,1998-06-24,true,R/V Amber Ledge,"solid|fg=indexed=""41"" |bg=indexed=""64"""
1998,JUNE 1998,6,1998,North Pier East - 240',North Pier East,240,"",61,AA,26,29,4,fill_run,1998-06-26,1998-06-29,true,Barge Salt Dory,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1998,JUNE 1998,6,1998,South Float East - 90',South Float East,90,"",64,F,5,6,2,fill_run,1998-06-05,1998-06-06,true,M/V Golden Skua,"solid|fg=indexed=""11"" |bg=indexed=""64"""
1998,JUNE 1998,6,1998,South Float East - 90',South Float East,90,"",64,J,9,16,8,fill_run,1998-06-09,1998-06-16,true,S/V Far Horizon,"solid|fg=indexed=""43"" |bg=indexed=""64"""
1998,JUNE 1998,6,1998,South Float East - 90',South Float East,90,"",64,Z,25,26,2,fill_run,1998-06-25,1998-06-26,true,S/V Far Horizon,"solid|fg=indexed=""43"" |bg=indexed=""64"""
1998,JULY 1998,7,1998,North Pier West - 410',North Pier West,410,"",70,B,1,24,24,fill_run,1998-07-01,1998-07-24,true,R/V Clear Sextant,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1998,JULY 1998,7,1998,North Pier West - 410',North Pier West,410,"",70,AA,26,28,3,fill_run,1998-07-26,1998-07-28,true,S/V Long Gannet,"solid|fg=indexed=""14"" |bg=indexed=""64"""
1998,JULY 1998,7,1998,North Pier West - 410',North Pier West,410,"",70,AF,31,31,1,single,1998-07-31,1998-07-31,true,OSV Wild Star,"solid|fg=indexed=""15"" |bg=indexed=""64"""
1998,JULY 1998,7,1998,North Pier East - 240',North Pier East,240,"",72,B,1,30,30,fill_run,1998-07-01,1998-07-30,true,Barge Salt Dory,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1998,JULY 1998,7,1998,South Float East - 90',South Float East,90,"",75,F,5,7,3,fill_run,1998-07-05,1998-07-07,true,S/V Far Horizon,"solid|fg=indexed=""43"" |bg=indexed=""64"""
1998,JULY 1998,7,1998,South Float East - 90',South Float East,90,"",75,K,10,11,2,fill_run,1998-07-10,1998-07-11,true,M/V Deep Reef,"solid|fg=indexed=""11"" |bg=indexed=""64"""
1998,JULY 1998,7,1998,South Float East - 90',South Float East,90,"",75,Z,25,25,1,single,1998-07-25,1998-07-25,true,Barge Western Cove,"solid|fg=indexed=""42"" |bg=indexed=""64"""
1998,JULY 1998,7,1998,South Float East - 90',South Float East,90,"",75,AA,26,30,5,fill_run,1998-07-26,1998-07-30,true,S/V Far Horizon,"solid|fg=indexed=""43"" |bg=indexed=""64"""
1998,AUGUST 1998,8,1998,North Pier West - 410',North Pier West,410,"",81,B,1,3,3,fill_run,1998-08-01,1998-08-03,true,OSV Wild Star,"solid|fg=indexed=""15"" |bg=indexed=""64"""
1998,AUGUST 1998,8,1998,North Pier West - 410',North Pier West,410,"",81,E,4,7,4,fill_run,1998-08-04,1998-08-07,true,R/V Clear Sextant,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1998,AUGUST 1998,8,1998,North Pier West - 410',North Pier West,410,"",81,I,8,10,3,fill_run,1998-08-08,1998-08-10,true,S/V Grey Reef,"solid|fg=indexed=""41"" |bg=indexed=""64"""
1998,AUGUST 1998,8,1998,North Pier West - 410',North Pier West,410,"",81,V,21,24,4,fill_run,1998-08-21,1998-08-24,true,OSV Wild Star,"solid|fg=indexed=""15"" |bg=indexed=""64"""
1998,AUGUST 1998,8,1998,North Pier East - 240',North Pier East,240,"",83,C,2,4,3,fill_run,1998-08-02,1998-08-04,true,OSV Western Tern,"solid|fg=indexed=""41"" |bg=indexed=""64"""
1998,AUGUST 1998,8,1998,North Pier East - 240',North Pier East,240,"",83,M,12,14,3,fill_run,1998-08-12,1998-08-14,true,R/V Iron Harbor,"solid|fg=indexed=""41"" |bg=indexed=""64"""
1998,AUGUST 1998,8,1998,North Pier East - 240',North Pier East,240,"",83,W,22,24,3,fill_run,1998-08-22,1998-08-24,true,R/V Clear Sextant,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1998,AUGUST 1998,8,1998,North Pier East - 240',North Pier East,240,"",83,Z,25,26,2,fill_run,1998-08-25,1998-08-26,true,OSV Western Tern,"solid|fg=indexed=""41"" |bg=indexed=""64"""
1998,AUGUST 1998,8,1998,North Pier East - 240',North Pier East,240,"",83,AC,28,31,4,fill_run,1998-08-28,1998-08-31,true,Barge Salt Dory,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1998,AUGUST 1998,8,1998,South Float West - 90',South Float West,90,"",85,B,1,1,1,single,1998-08-01,1998-08-01,true,M/V Deep Reef,"solid|fg=indexed=""11"" |bg=indexed=""64"""
1998,AUGUST 1998,8,1998,South Float West - 90',South Float West,90,"",85,E,4,6,3,fill_run,1998-08-04,1998-08-06,true,M/V Deep Reef,"solid|fg=indexed=""11"" |bg=indexed=""64"""
1998,AUGUST 1998,8,1998,South Float West - 90',South Float West,90,"",85,L,11,15,5,fill_run,1998-08-11,1998-08-15,true,M/V Blue Tern,"solid|fg=indexed=""11"" |bg=indexed=""64"""
1998,AUGUST 1998,8,1998,South Float West - 90',South Float West,90,"",85,V,21,21,1,single,1998-08-21,1998-08-21,true,M/V Bright Drift,"solid|fg=indexed=""11"" |bg=indexed=""64"""
1998,AUGUST 1998,8,1998,South Float East - 90',South Float East,90,"",86,C,2,2,1,single,1998-08-02,1998-08-02,true,R/V Wild Dory,"solid|fg=indexed=""41"" |bg=indexed=""64"""
1998,AUGUST 1998,8,1998,South Float East - 90',South Float East,90,"",86,D,3,7,5,fill_run,1998-08-03,1998-08-07,true,S/V Far Horizon,"solid|fg=indexed=""43"" |bg=indexed=""64"""
1998,AUGUST 1998,8,1998,South Float East - 90',South Float East,90,"",86,P,15,19,5,fill_run,1998-08-15,1998-08-19,true,S/V Far Horizon,"solid|fg=indexed=""43"" |bg=indexed=""64"""
1998,AUGUST 1998,8,1998,South Float East - 90',South Float East,90,"",86,Y,24,30,7,fill_run,1998-08-24,1998-08-30,true,S/V Far Horizon,"solid|fg=indexed=""43"" |bg=indexed=""64"""
1998,SEPTEMBER 1998,9,1998,North Pier West - 410',North Pier West,410,"",92,H,7,8,2,fill_run,1998-09-07,1998-09-08,true,R/V Quiet Tern,"solid|fg=indexed=""41"" |bg=indexed=""64"""
1998,SEPTEMBER 1998,9,1998,North Pier West - 410',North Pier West,410,"",92,J,9,12,4,fill_run,1998-09-09,1998-09-12,true,R/V Clear Sextant,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1998,SEPTEMBER 1998,9,1998,North Pier West - 410',North Pier West,410,"",92,Q,16,21,6,fill_run,1998-09-16,1998-09-21,true,OSV Wild Star,"solid|fg=indexed=""15"" |bg=indexed=""64"""
1998,SEPTEMBER 1998,9,1998,North Pier West - 410',North Pier West,410,"",92,Z,25,27,3,fill_run,1998-09-25,1998-09-27,true,OSV Wild Star,"solid|fg=indexed=""15"" |bg=indexed=""64"""
1998,SEPTEMBER 1998,9,1998,North Pier West - 410',North Pier West,410,"",93,O,14,20,7,fill_run,1998-09-14,1998-09-20,true,Barge Salt Dory,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1998,SEPTEMBER 1998,9,1998,North Pier West - 410',North Pier West,410,"",93,Y,24,26,3,fill_run,1998-09-24,1998-09-26,true,Tug Blue Fathom,"solid|fg=indexed=""41"" |bg=indexed=""64"""
1998,SEPTEMBER 1998,9,1998,North Pier Face - 75',North Pier Face,75,"",94,W,22,25,4,fill_run,1998-09-22,1998-09-25,true,F/V Long Heron,"solid|fg=indexed=""41"" |bg=indexed=""64"""
1998,SEPTEMBER 1998,9,1998,North Pier East - 240',North Pier East,240,"",95,B,1,3,3,fill_run,1998-09-01,1998-09-03,true,Barge Salt Dory,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1998,SEPTEMBER 1998,9,1998,North Pier East - 240',North Pier East,240,"",95,G,6,7,2,fill_run,1998-09-06,1998-09-07,true,F/V Long Heron,"solid|fg=indexed=""41"" |bg=indexed=""64"""
1998,SEPTEMBER 1998,9,1998,North Pier East - 240',North Pier East,240,"",95,L,11,17,7,fill_run,1998-09-11,1998-09-17,true,R/V Clear Sextant,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1998,SEPTEMBER 1998,9,1998,North Pier East - 240',North Pier East,240,"",95,T,19,21,3,fill_run,1998-09-19,1998-09-21,true,Barge Salt Dory,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1998,SEPTEMBER 1998,9,1998,South Float East - 90',South Float East,90,"",98,J,9,15,7,fill_run,1998-09-09,1998-09-15,true,OSV Blue Osprey,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1998,OCTOBER 1998,10,1998,North Pier West - 410',North Pier West,410,"",104,I,8,9,2,fill_run,1998-10-08,1998-10-09,true,Tug Blue Fathom,"solid|fg=indexed=""41"" |bg=indexed=""64"""
1998,OCTOBER 1998,10,1998,North Pier West - 410',North Pier West,410,"",104,K,10,14,5,fill_run,1998-10-10,1998-10-14,true,OSV Wild Star,"solid|fg=indexed=""15"" |bg=indexed=""64"""
1998,OCTOBER 1998,10,1998,North Pier Face - 75',North Pier Face,75,"",105,P,15,17,3,fill_run,1998-10-15,1998-10-17,true,F/V Long Heron,"solid|fg=indexed=""41"" |bg=indexed=""64"""
1998,OCTOBER 1998,10,1998,North Pier East - 240',North Pier East,240,"",106,E,4,10,7,fill_run,1998-10-04,1998-10-10,true,Barge Salt Dory,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1998,OCTOBER 1998,10,1998,North Pier East - 240',North Pier East,240,"",106,M,12,16,5,fill_run,1998-10-12,1998-10-16,true,Barge Salt Dory,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1998,OCTOBER 1998,10,1998,North Pier East - 240',North Pier East,240,"",106,X,23,28,6,fill_run,1998-10-23,1998-10-28,true,Barge Salt Dory,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1998,OCTOBER 1998,10,1998,South Float East - 90',South Float East,90,"",109,E,4,9,6,fill_run,1998-10-04,1998-10-09,true,S/V Far Horizon,"solid|fg=indexed=""43"" |bg=indexed=""64"""
1998,NOVEMBER 1998,11,1998,North Pier West - 410',North Pier West,410,"",115,B,1,30,30,fill_run,1998-11-01,1998-11-30,true,R/V Clear Sextant,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1998,NOVEMBER 1998,11,1998,North Pier East - 240',North Pier East,240,"",117,K,10,14,5,fill_run,1998-11-10,1998-11-14,true,Barge Salt Dory,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1998,NOVEMBER 1998,11,1998,North Pier East - 240',North Pier East,240,"",117,Z,25,28,4,fill_run,1998-11-25,1998-11-28,true,S/V Quiet Drift,"solid|fg=indexed=""50"" |bg=indexed=""64"""
1998,DECEMBER 1998,12,1998,North Pier West - 410',North Pier West,410,"",126,B,1,31,31,fill_run,1998-12-01,1998-12-31,true,R/V Clear Sextant,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1998,DECEMBER 1998,12,1998,North Pier Face - 75',North Pier Face,75,"",127,F,5,10,6,fill_run,1998-12-05,1998-12-10,true,S/V Quiet Drift,"solid|fg=indexed=""50"" |bg=indexed=""64"""
1998,DECEMBER 1998,12,1998,North Pier East - 240',North Pier East,240,"",128,D,3,31,29,fill_run,1998-12-03,1998-12-31,true,Barge Salt Dory,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1999,JANUARY 1999,1,1999,North Pier West - 410',North Pier West,410,"",4,B,1,31,31,fill_run,1999-01-01,1999-01-31,true,R/V Clear Sextant,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1999,JANUARY 1999,1,1999,North Pier East - 240',North Pier East,240,"",6,B,1,31,31,fill_run,1999-01-01,1999-01-31,true,Barge Salt Dory,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1999,FEBRUARY 1999,2,1999,North Pier West - 410',North Pier West,410,"",15,F,5,11,7,fill_run,1999-02-05,1999-02-11,true,R/V Clear Sextant,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1999,FEBRUARY 1999,2,1999,North Pier West - 410',North Pier West,410,"",15,Z,25,26,2,fill_run,1999-02-25,1999-02-26,true,R/V Quiet Tern,"solid|fg=indexed=""41"" |bg=indexed=""64"""
1999,FEBRUARY 1999,2,1999,North Pier East - 240',North Pier East,240,"",17,E,4,6,3,fill_run,1999-02-04,1999-02-06,true,Barge Salt Dory,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1999,MARCH 1999,3,1999,North Pier West - 410',North Pier West,410,"",26,W,22,31,10,fill_run,1999-03-22,1999-03-31,true,R/V Clear Sextant,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1999,MARCH 1999,3,1999,North Pier East - 240',North Pier East,240,"",28,U,20,31,12,fill_run,1999-03-20,1999-03-31,true,Barge Salt Dory,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1999,APRIL 1999,4,1999,North Pier West - 410',North Pier West,410,"",37,B,1,15,15,fill_run,1999-04-01,1999-04-15,true,R/V Clear Sextant,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1999,APRIL 1999,4,1999,North Pier East - 240',North Pier East,240,"",39,S,18,24,7,fill_run,1999-04-18,1999-04-24,true,Barge Salt Dory,"solid|fg=indexed=""44"" |bg=indexed=""64"""
1999,APRIL 1999,4,1999,South Float West - 90',South Float West,90,"",41,B,1,30,30,fill_run,1999-04-01,1999-04-30,true,M/V Wild Reef,"solid|fg=indexed=""15"" |bg=indexed=""64"""
1999,MAY 1999,5,1999,North Pier West - 410',North Pier West,410,"",48,U,20,20,1,single,1999-05-20,1999-05-20,true,Tug Blue Fathom,"solid|fg=indexed=""15"" |bg=indexed=""64"""
1999,MAY 1999,5,1999,North Pier West - 410',North Pier West,410,"",48,W,22,23,2,fill_run,1999-05-22,1999-05-23,true,M/Y Clear Reef,"solid|fg=indexed=""41"" |bg=indexed=""64"""
1999,MAY 1999,5,1999,North Pier West - 410',North Pier West,410,"",48,AC,28,28,1,single,1999-05-28,1999-05-28,true,OSV Wild Star,"solid|fg=indexed=""15"" |bg=indexed=""64"""
1999,MAY 1999,5,1999,North Pier East - 240',North Pier East,240,"",50,AF,31,31,1,single,1999-05-31,1999-05-31,true,Tug Blue Fathom,"solid|fg=indexed=""15"" |bg=indexed=""64"""
1999,MAY 1999,5,1999,South Float West - 90',South Float West,90,"",52,F,5,23,19,fill_run,1999-05-05,1999-05-23,true,M/V Wild Reef,"solid|fg=indexed=""15"" |bg=indexed=""64"""
1999,MAY 1999,5,1999,South Float West - 90',South Float West,90,"",52,AD,29,29,1,single,1999-05-29,1999-05-29,true,Tug Long Reef,"solid|fg=indexed=""42"" |bg=indexed=""64"""
1999,JUNE 1999,6,1999,North Pier West - 410',North Pier West,410,"",59,D,3,3,1,single,1999-06-03,1999-06-03,true,OSV Wild Star,"solid|fg=indexed=""15"" |bg=indexed=""64"""
1999,JUNE 1999,6,1999,North Pier West - 410',North Pier West,410,"",59,I,8,10,3,fill_run,1999-06-08,1999-06-10,true,R/V Iron Ketch,"solid|fg=indexed=""42"" |bg=indexed=""64"""
1999,JUNE 1999,6,1999,North Pier West - 410',North Pier West,410,"",59,N,13,13,1,single,1999-06-13,1999-06-13,true,OSV Blue Drift,"solid|fg=indexed=""41"" |bg=indexed=""64"""
1999,JUNE 1999,6,1999,North Pier West - 410',North Pier West,410,"",59,AB,27,27,1,single,1999-06-27,1999-06-27,true,R/V Quiet Fathom,"solid|fg=indexed=""41"" |bg=indexed=""64"""
1999,JUNE 1999,6,1999,North Pier West - 410',North Pier West,410,"",59,AD,29,29,1,single,1999-06-29,1999-06-29,true,R/V Quiet Tern,"solid|fg=indexed=""41"" |bg=indexed=""64"""
1999,JUNE 1999,6,1999,North Pier East - 240',North Pier East,240,"",61,C,2,2,1,single,1999-06-02,1999-06-02,true,Tug Blue Fathom,"solid|fg=indexed=""15"" |bg=indexed=""64"""
1999,JUNE 1999,6,1999,North Pier East - 240',North Pier East,240,"",61,H,7,9,3,fill_run,1999-06-07,1999-06-09,true,Tug Western Current,"solid|fg=indexed=""41"" |bg=indexed=""64"""
1999,JUNE 1999,6,1999,North Pier East - 240',North Pier East,240,"",61,N,13,13,1,single,1999-06-13,1999-06-13,true,S/V Iron Petrel,"solid|fg=indexed=""41"" |bg=indexed=""64"""
1999,JUNE 1999,6,1999,South Float East - 90',South Float East,90,"",64,N,13,13,1,single,1999-06-13,1999-06-13,true,Barge Western Cove,"solid|fg=indexed=""13"" |bg=indexed=""64"""
